Order_ID,Order_Date,Customer_ID,Product_ID,Region,Sales_Channel,Quantity,Unit_Price,Discount,Unit_Cost,Gross_Sales,Discount_Amount,Revenue,COGS,Gross_Profit,Gross_Margin
ORD00052,2025-12-11,CUS0485,PROD040,West,Store,2,5055.84,0.1,3336.85,10111.68,1011.17,9100.51,6673.7,2426.81,0.26666747248231143
ORD00053,2025-10-29,CUS0014,PROD020,South,Store,3,1152.43,0.05,691.46,3457.29,172.86,3284.43,2074.38,1210.05,0.3684200911573698
ORD00054,2024-03-26,CUS0229,PROD045,West,Store,1,24138.62,0.0,17379.81,24138.62,0.0,24138.62,17379.81,6758.81,0.2799998508613997
ORD00055,2025-11-01,CUS0815,PROD001,South,Store,6,931.76,0.05,540.42,5590.56,279.53,5311.03,3242.52,2068.51,0.3894743580812009
ORD00056,2023-12-22,CUS0716,PROD013,West,Store,1,8263.48,0.0,5536.53,8263.48,0.0,8263.48,5536.53,2726.95,0.33000019362302563
ORD00057,2025-06-23,CUS0007,PROD037,East,Store,1,869.54,0.1,504.33,869.54,86.95,782.59,504.33,278.26,0.355562938447974
ORD00058,2024-09-02,CUS0769,PROD032,East,Online,7,4700.27,0.0,3055.18,32901.89,0.0,32901.89,21386.26,11515.63,0.3499990426081906
ORD00059,2025-01-16,CUS0764,PROD042,North,Online,6,2385.46,0.05,1478.99,14312.76,715.64,13597.12,8873.94,4723.18,0.3473662069614742
ORD00060,2024-05-26,CUS0958,PROD043,West,Store,14,776.81,0.05,411.71,10875.34,543.77,10331.57,5763.94,4567.63,0.44210415261184893
ORD00061,2024-04-06,CUS0859,PROD018,West,Store,7,5637.21,0.2,3776.93,39460.47,7892.09,31568.38,26438.51,5129.87,0.1625002613374522
ORD00062,2024-11-11,CUS0943,PROD035,West,Store,14,571.49,0.1,308.6,8000.86,800.09,7200.77,4320.4,2880.37,0.40000861019029904
ORD00063,2025-07-11,CUS0908,PROD002,North,Online,8,2880.46,0.1,1728.28,23043.68,2304.37,20739.31,13826.24,6913.07,0.3333317260796044
ORD00064,2025-07-08,CUS0626,PROD011,South,Online,1,7737.44,0.15,5029.34,7737.44,1160.62,6576.82,5029.34,1547.48,0.2352930443588239
ORD00065,2024-12-06,CUS0595,PROD014,West,Online,1,14539.69,0.0,10032.39,14539.69,0.0,14539.69,10032.39,4507.3,0.3099997317686966
ORD00066,2025-05-12,CUS0474,PROD042,South,Online,1,2502.35,0.05,1551.46,2502.35,125.12,2377.23,1551.46,825.77,0.34736647274348714
ORD00067,2024-06-18,CUS0992,PROD003,East,Store,10,1730.76,0.15,986.53,17307.6,2596.14,14711.46,9865.3,4846.16,0.32941393988088197
ORD00068,2025-12-11,CUS0304,PROD049,East,Online,2,1788.22,0.0,1055.05,3576.44,0.0,3576.44,2110.1,1466.34,0.40999988815693816
ORD00069,2024-06-05,CUS0910,PROD001,South,Store,8,906.89,0.05,526.0,7255.12,362.76,6892.36,4208.0,2684.36,0.3894689192090953
ORD00070,2025-03-30,CUS0076,PROD011,South,Online,2,7729.88,0.0,5024.42,15459.76,0.0,15459.76,10048.84,5410.92,0.35000025873622875
ORD00071,2025-12-17,CUS0881,PROD009,West,Store,13,4306.49,0.1,2540.83,55984.37,5598.44,50385.93,33030.79,17355.14,0.34444417320470216
ORD00072,2024-09-07,CUS0967,PROD035,East,Store,11,577.48,0.15,311.84,6352.28,952.84,5399.44,3430.24,1969.2,0.36470448787281645
ORD00073,2025-02-15,CUS0732,PROD004,West,Online,7,1469.35,0.1,808.14,10285.45,1028.54,9256.91,5656.98,3599.93,0.3888911094522902
ORD00074,2024-09-08,CUS0327,PROD046,North,Online,3,3640.98,0.05,2330.23,10922.94,546.15,10376.79,6990.69,3386.1,0.3263147852081424
ORD00075,2025-01-30,CUS0646,PROD006,East,Online,1,2184.58,0.1,1267.06,2184.58,218.46,1966.12,1267.06,699.06,0.355553068988668
ORD00076,2025-11-16,CUS0816,PROD013,East,Online,6,8140.5,0.15,5454.14,48843.0,7326.45,41516.55,32724.84,8791.71,0.2117639832789574
ORD00077,2024-11-17,CUS0703,PROD030,North,Online,3,660.65,0.0,396.39,1981.95,0.0,1981.95,1189.17,792.78,0.39999999999999997
ORD00078,2023-10-29,CUS0159,PROD009,North,Online,1,4637.95,0.1,2736.39,4637.95,463.8,4174.15,2736.39,1437.76,0.3444437789729646
ORD00079,2025-11-14,CUS0042,PROD029,South,Online,1,184.83,0.05,99.81,184.83,9.24,175.59,99.81,75.78,0.4315735520246028
ORD00080,2025-04-17,CUS0653,PROD007,South,Online,4,3410.39,0.15,2046.23,13641.56,2046.23,11595.33,8184.92,3410.41,0.2941192704304233
ORD00081,2025-06-18,CUS0868,PROD034,South,Store,14,680.32,0.05,374.18,9524.48,476.22,9048.26,5238.52,3809.74,0.4210466984812549
ORD00082,2024-10-09,CUS0983,PROD023,North,Online,10,175.49,0.2,91.25,1754.9,350.98,1403.92,912.5,491.42,0.35003418998233515
ORD00083,2025-04-06,CUS0688,PROD003,South,Store,8,1870.46,0.1,1066.16,14963.68,1496.37,13467.31,8529.28,4938.03,0.36666787948001495
ORD00084,2024-09-22,CUS0922,PROD030,East,Store,10,653.11,0.2,391.87,6531.1,1306.22,5224.88,3918.7,1306.18,0.24999234432178347
ORD00085,2025-05-23,CUS0892,PROD032,North,Online,9,4386.26,0.2,2851.07,39476.34,7895.27,31581.07,25659.63,5921.44,0.18749966356428074
ORD00086,2025-03-24,CUS0472,PROD005,South,Online,3,2443.65,0.05,1515.06,7330.95,366.55,6964.4,4545.18,2419.22,0.3473694790649589
ORD00087,2023-10-06,CUS0879,PROD009,North,Online,5,4676.86,0.15,2759.35,23384.3,3507.64,19876.66,13796.75,6079.91,0.30588187351396057
ORD00088,2025-12-18,CUS0236,PROD020,South,Online,1,1224.77,0.05,734.86,1224.77,61.24,1163.53,734.86,428.67,0.36842195731953625
ORD00089,2024-08-19,CUS0653,PROD017,South,Online,6,6794.78,0.15,4756.35,40768.68,6115.3,34653.38,28538.1,6115.28,0.17646994319168866
ORD00090,2025-05-07,CUS0632,PROD026,South,Online,1,522.14,0.15,287.18,522.14,78.32,443.82,287.18,156.64,0.35293587490424044
ORD00091,2024-03-27,CUS0896,PROD011,South,Store,15,7675.98,0.2,4989.39,115139.7,23027.94,92111.76,74840.85,17270.91,0.18749951146303143
ORD00092,2025-04-08,CUS0715,PROD001,West,Online,5,890.0,0.15,516.2,4450.0,667.5,3782.5,2581.0,1201.5,0.3176470588235294
ORD00093,2025-12-29,CUS0883,PROD050,South,Store,15,1572.11,0.2,880.38,23581.65,4716.33,18865.32,13205.7,5659.62,0.3000012721756111
ORD00094,2025-11-20,CUS0046,PROD040,North,Online,2,4763.55,0.1,3143.94,9527.1,952.71,8574.39,6287.88,2286.51,0.26666736642490024
ORD00095,2024-02-21,CUS0231,PROD012,North,Online,2,11854.92,0.0,8061.35,23709.84,0.0,23709.84,16122.7,7587.14,0.31999962884608246
ORD00096,2025-05-13,CUS0687,PROD045,West,Online,6,26128.01,0.15,18812.17,156768.06,23515.21,133252.85,112873.02,20379.83,0.15294104403770728
ORD00097,2025-12-01,CUS0429,PROD016,West,Online,1,6023.65,0.05,3975.61,6023.65,301.18,5722.47,3975.61,1746.86,0.3052632866576845
ORD00098,2024-05-21,CUS0382,PROD042,West,Online,1,2382.76,0.1,1477.31,2382.76,238.28,2144.48,1477.31,667.17,0.31111038573453703
ORD00099,2023-08-23,CUS0339,PROD032,North,Online,1,4331.8,0.1,2815.67,4331.8,433.18,3898.62,2815.67,1082.95,0.2777777777777778
ORD00100,2023-12-10,CUS0780,PROD043,South,Store,4,821.35,0.15,435.32,3285.4,492.81,2792.59,1741.28,1051.31,0.3764641426059679
ORD00101,2025-03-13,CUS0816,PROD027,East,Store,2,288.24,0.05,149.88,576.48,28.82,547.66,299.76,247.9,0.45265310594164265
ORD00102,2023-08-29,CUS0970,PROD050,South,Store,11,1532.25,0.2,858.06,16854.75,3370.95,13483.8,9438.66,4045.14,0.3
ORD00103,2025-10-28,CUS0804,PROD049,South,Store,4,1764.28,0.0,1040.93,7057.12,0.0,7057.12,4163.72,2893.4,0.4099972793434149
ORD00104,2025-01-28,CUS0811,PROD048,North,Online,2,2978.51,0.0,1876.46,5957.02,0.0,5957.02,3752.92,2204.1,0.3700004364598406
ORD00105,2025-12-24,CUS0118,PROD007,West,Online,3,3472.02,0.05,2083.21,10416.06,520.8,9895.26,6249.63,3645.63,0.36842185046173626
ORD00106,2024-08-30,CUS0180,PROD004,South,Store,2,1493.96,0.1,821.68,2987.92,298.79,2689.13,1643.36,1045.77,0.38888785592366304
ORD00107,2025-09-24,CUS0671,PROD037,West,Online,5,929.32,0.15,539.01,4646.6,696.99,3949.61,2695.05,1254.56,0.31764148865331004
ORD00108,2025-09-05,CUS0457,PROD022,South,Online,1,298.52,0.0,146.27,298.52,0.0,298.52,146.27,152.25,0.5100160793246684
ORD00109,2024-08-12,CUS0785,PROD045,South,Online,7,25877.38,0.1,18631.71,181141.66,18114.17,163027.49,130421.97,32605.52,0.20000013494656638
ORD00110,2024-07-19,CUS0715,PROD017,West,Online,6,7266.22,0.1,5086.35,43597.32,4359.73,39237.59,30518.1,8719.49,0.22222287352510695
ORD00111,2025-11-22,CUS0773,PROD029,West,Online,4,178.32,0.0,96.29,713.28,0.0,713.28,385.16,328.12,0.4600157021085689
ORD00112,2025-04-25,CUS0898,PROD045,South,Store,13,24977.05,0.2,17983.48,324701.65,64940.33,259761.32,233785.24,25976.08,0.0999997998162313
ORD00113,2025-01-25,CUS0159,PROD001,North,Online,1,882.56,0.05,511.88,882.56,44.13,838.43,511.88,326.55,0.38947795284042797
ORD00114,2024-12-21,CUS0703,PROD014,North,Store,6,15075.58,0.15,10402.15,90453.48,13568.02,76885.46,62412.9,14472.56,0.18823533084148808
ORD00115,2024-01-30,CUS0874,PROD008,South,Online,6,7215.49,0.15,4473.6,43292.94,6493.94,36799.0,26841.6,9957.4,0.270588874697682
ORD00116,2024-01-28,CUS0537,PROD025,North,Store,3,458.56,0.1,284.31,1375.68,137.57,1238.11,852.93,385.18,0.31110321376937433
ORD00117,2025-12-10,CUS0368,PROD036,North,Store,2,1257.19,0.05,704.03,2514.38,125.72,2388.66,1408.06,980.6,0.41052305476710793
ORD00118,2024-09-11,CUS0808,PROD012,East,Online,2,11833.06,0.05,8046.48,23666.12,1183.31,22482.81,16092.96,6389.85,0.28421047013251455
ORD00119,2024-08-21,CUS0025,PROD024,North,Online,3,261.86,0.0,133.55,785.58,0.0,785.58,400.65,384.93,0.4899946536317116
ORD00120,2024-08-05,CUS0872,PROD032,West,Online,4,4280.52,0.2,2782.34,17122.08,3424.42,13697.66,11129.36,2568.3,0.18749917869183497
ORD00121,2025-10-30,CUS0699,PROD049,South,Online,8,1719.25,0.1,1014.36,13754.0,1375.4,12378.6,8114.88,4263.72,0.34444282875284765
ORD00122,2023-04-20,CUS0194,PROD030,West,Online,1,655.01,0.05,393.01,655.01,32.75,622.26,393.01,229.25,0.368415131938418
ORD00123,2025-05-02,CUS0258,PROD039,North,Online,3,11697.83,0.05,8188.48,35093.49,1754.67,33338.82,24565.44,8773.38,0.26315808417934405
ORD00124,2025-12-26,CUS0816,PROD050,East,Online,4,1491.41,0.15,835.19,5965.64,894.85,5070.79,3340.76,1730.03,0.3411756353546489
ORD00125,2024-03-01,CUS0996,PROD048,West,Store,6,3072.03,0.05,1935.38,18432.18,921.61,17510.57,11612.28,5898.29,0.3368416904760953
ORD00126,2024-10-11,CUS0832,PROD018,West,Online,5,5320.6,0.0,3564.8,26603.0,0.0,26603.0,17824.0,8779.0,0.3300003758974552
ORD00127,2024-06-23,CUS0267,PROD044,South,Online,2,3987.96,0.05,2432.66,7975.92,398.8,7577.12,4865.32,2711.8,0.35789323648035143
ORD00128,2024-10-12,CUS0394,PROD041,North,Store,3,895.86,0.05,492.72,2687.58,134.38,2553.2,1478.16,1075.04,0.4210559298135673
ORD00129,2025-11-13,CUS0968,PROD017,South,Store,14,7031.19,0.1,4921.83,98436.66,9843.67,88592.99,68905.62,19687.37,0.22222266118346382
ORD00130,2024-09-21,CUS0254,PROD040,North,Online,2,4832.96,0.0,3189.75,9665.92,0.0,9665.92,6379.5,3286.42,0.34000074488512216
ORD00131,2025-04-04,CUS0806,PROD029,West,Online,5,183.4,0.15,99.04,917.0,137.55,779.45,495.2,284.25,0.36468022323433186
ORD00132,2025-11-22,CUS0976,PROD037,East,Store,10,908.82,0.2,527.12,9088.2,1817.64,7270.56,5271.2,1999.36,0.27499394819656253
ORD00133,2025-10-16,CUS0668,PROD037,North,Online,6,875.6,0.1,507.85,5253.6,525.36,4728.24,3047.1,1681.14,0.35555301761331914
ORD00134,2025-06-23,CUS0931,PROD040,North,Store,11,5086.14,0.05,3356.85,55947.54,2797.38,53150.16,36925.35,16224.81,0.30526361538704677
ORD00135,2024-04-14,CUS0790,PROD049,East,Online,3,1789.6,0.15,1055.86,5368.8,805.32,4563.48,3167.58,1395.9,0.3058849825133451
ORD00136,2023-07-06,CUS0309,PROD049,North,Online,3,1798.51,0.05,1061.12,5395.53,269.78,5125.75,3183.36,1942.39,0.37894747110179
ORD00137,2023-11-26,CUS0700,PROD003,South,Online,7,1728.83,0.1,985.43,12101.81,1210.18,10891.63,6898.01,3993.62,0.3666687171708918
ORD00138,2023-03-17,CUS0561,PROD042,West,Online,3,2611.3,0.05,1619.01,7833.9,391.7,7442.2,4857.03,2585.17,0.3473663701593615
ORD00139,2025-04-07,CUS0687,PROD006,West,Online,6,2303.44,0.1,1336.0,13820.64,1382.06,12438.58,8016.0,4422.58,0.35555344741923917
ORD00140,2025-04-26,CUS0943,PROD031,West,Store,15,1807.67,0.05,1120.76,27115.05,1355.75,25759.3,16811.4,8947.9,0.347365805747827
ORD00141,2025-01-11,CUS0093,PROD007,West,Online,3,3499.47,0.05,2099.68,10498.41,524.92,9973.49,6299.04,3674.45,0.3684216858892925
ORD00142,2025-11-27,CUS0898,PROD030,South,Store,5,677.8,0.15,406.68,3389.0,508.35,2880.65,2033.4,847.25,0.29411764705882354
ORD00143,2024-05-05,CUS0950,PROD006,East,Online,9,2228.6,0.05,1292.59,20057.4,1002.87,19054.53,11633.31,7421.22,0.3894727395532716
ORD00144,2025-02-28,CUS0877,PROD010,South,Store,6,8633.89,0.05,5525.69,51803.34,2590.17,49213.17,33154.14,16059.03,0.32631569963893814
ORD00145,2025-06-02,CUS0693,PROD037,South,Online,2,919.49,0.05,533.3,1838.98,91.95,1747.03,1066.6,680.43,0.38947814290538796
ORD00146,2024-12-25,CUS0875,PROD008,North,Store,8,7307.8,0.2,4530.84,58462.4,11692.48,46769.92,36246.72,10523.2,0.22499931579955665
ORD00147,2025-08-19,CUS0627,PROD002,West,Online,3,2881.2,0.0,1728.72,8643.6,0.0,8643.6,5186.16,3457.44,0.39999999999999997
ORD00148,2025-10-30,CUS0578,PROD018,South,Store,3,5380.56,0.05,3604.98,16141.68,807.08,15334.6,10814.94,4519.66,0.2947360870188984
ORD00149,2025-10-11,CUS0931,PROD032,North,Store,11,4475.95,0.2,2909.37,49235.45,9847.09,39388.36,32003.07,7385.29,0.18749930182419375
ORD00150,2024-01-22,CUS0587,PROD002,South,Online,3,2921.2,0.1,1752.72,8763.6,876.36,7887.24,5258.16,2629.08,0.3333333333333333
ORD00151,2023-03-31,CUS0992,PROD008,East,Online,5,7706.66,0.2,4778.13,38533.3,7706.66,30826.64,23890.65,6935.99,0.22499987024210227
ORD00152,2023-11-08,CUS0541,PROD044,West,Store,2,3952.49,0.1,2411.02,7904.98,790.5,7114.48,4822.04,2292.44,0.32222172245898506
ORD00153,2023-08-23,CUS0722,PROD006,South,Online,1,2219.84,0.05,1287.51,2219.84,110.99,2108.85,1287.51,821.34,0.38947293548616546
ORD00154,2023-10-23,CUS0947,PROD019,East,Store,9,3982.77,0.05,2588.8,35844.93,1792.25,34052.68,23299.2,10753.48,0.31578953550792477
ORD00155,2025-11-23,CUS0649,PROD011,South,Online,3,7851.9,0.0,5103.73,23555.7,0.0,23555.7,15311.19,8244.51,0.350000636788548
ORD00156,2025-12-02,CUS0830,PROD031,South,Store,7,1863.42,0.0,1155.32,13043.94,0.0,13043.94,8087.24,4956.7,0.3800002146590677
ORD00157,2023-09-15,CUS0624,PROD049,South,Store,6,1716.46,0.15,1012.71,10298.76,1544.81,8753.95,6076.26,2677.69,0.30588362967574634
ORD00158,2025-06-07,CUS0400,PROD050,South,Store,3,1537.01,0.05,860.73,4611.03,230.55,4380.48,2582.19,1798.29,0.4105235042735043
ORD00159,2023-08-08,CUS0991,PROD015,North,Store,14,4587.3,0.05,2935.87,64222.2,3211.11,61011.09,41102.18,19908.91,0.32631624840664214
ORD00160,2024-01-15,CUS0079,PROD033,North,Online,1,6454.95,0.05,4324.82,6454.95,322.75,6132.2,4324.82,1807.38,0.2947359838230978
ORD00161,2025-02-05,CUS0752,PROD002,South,Online,3,2830.66,0.05,1698.4,8491.98,424.6,8067.38,5095.2,2972.18,0.3684194868718221
ORD00162,2025-08-02,CUS0827,PROD010,North,Store,4,8678.81,0.15,5554.44,34715.24,5207.29,29507.95,22217.76,7290.19,0.24705850457249653
ORD00163,2025-08-10,CUS0843,PROD044,West,Store,8,4159.56,0.1,2537.33,33276.48,3327.65,29948.83,20298.64,9650.19,0.3222226043554957
ORD00164,2025-03-10,CUS0959,PROD012,North,Online,12,12534.28,0.1,8523.31,150411.36,15041.14,135370.22,102279.72,33090.5,0.24444445757715397
ORD00165,2024-02-12,CUS0509,PROD032,North,Online,2,4655.39,0.1,3026.0,9310.78,931.08,8379.7,6052.0,2327.7,0.2777784407556356
ORD00166,2025-03-09,CUS1000,PROD002,South,Online,15,2766.78,0.2,1660.07,41501.7,8300.34,33201.36,24901.05,8300.31,0.24999909642255616
ORD00167,2024-07-16,CUS0789,PROD020,North,Store,5,1218.99,0.0,731.39,6094.95,0.0,6094.95,3656.95,2438.0,0.40000328140509767
ORD00168,2025-06-15,CUS0014,PROD015,South,Store,3,4684.78,0.1,2998.26,14054.34,1405.43,12648.91,8994.78,3654.13,0.2888889240258647
ORD00169,2024-10-15,CUS0723,PROD043,South,Store,5,788.19,0.05,417.74,3940.95,197.05,3743.9,2088.7,1655.2,0.4421058254761078
ORD00170,2025-02-19,CUS0828,PROD040,East,Store,3,5073.17,0.0,3348.29,15219.51,0.0,15219.51,10044.87,5174.64,0.3400004336539087
ORD00171,2024-08-27,CUS0911,PROD041,South,Store,2,863.11,0.15,474.71,1726.22,258.93,1467.29,949.42,517.87,0.35294318096627114
ORD00172,2025-01-19,CUS0556,PROD042,South,Online,2,2571.63,0.0,1594.41,5143.26,0.0,5143.26,3188.82,1954.44,0.380000233315057
ORD00173,2025-05-18,CUS0752,PROD010,South,Online,5,9292.22,0.05,5947.02,46461.1,2323.05,44138.05,29735.1,14402.95,0.3263159564140237
ORD00174,2023-07-01,CUS0987,PROD036,East,Store,6,1196.2,0.15,669.87,7177.2,1076.58,6100.62,4019.22,2081.4,0.34117843760142413
ORD00175,2025-03-07,CUS0240,PROD003,East,Store,1,1886.39,0.1,1075.24,1886.39,188.64,1697.75,1075.24,622.51,0.36666764835812105
ORD00176,2024-05-28,CUS0154,PROD005,North,Online,2,2405.9,0.0,1491.66,4811.8,0.0,4811.8,2983.32,1828.48,0.37999916871025397
ORD00177,2025-06-28,CUS0861,PROD045,South,Store,12,25806.04,0.15,18580.35,309672.48,46450.87,263221.61,222964.2,40257.41,0.1529411281999225
ORD00178,2025-10-13,CUS0185,PROD028,West,Online,1,124.61,0.05,62.3,124.61,6.23,118.38,62.3,56.08,0.47372867038351074
ORD00179,2025-10-28,CUS0558,PROD043,North,Online,3,810.83,0.0,429.74,2432.49,0.0,2432.49,1289.22,1143.27,0.46999987666958554
